ID,Title,Abstract,Publication Year,Authors,Related_Topics,Citation Count,Reference Count
51914939,Informed Democracy: Voting-based Novelty Detection for Action Recognition,"Novelty detection is crucial for real-life applications. While it is common in activity recognition to assume a closed-set setting, i.e. test samples are always of training categories, this assumption is impractical in a real-world scenario. Test samples can be of various categories including those never seen before during training. Thus, being able to know what we know and what we do not know is decisive for the model to avoid what can be catastrophic consequences. We present in this work a novel approach for identifying samples of activity classes that are not previously seen by the classifier. Our model employs a voting-based scheme that leverages the estimated uncertainty of the individual classifiers in their predictions to measure the novelty of a new input sample. Furthermore, the voting is privileged to a subset of informed classifiers that can best estimate whether a sample is novel or not when it is classified to a certain known category. In a thorough evaluation on UCF-101 and HMDB-51, we show that our model consistently outperforms state-of-the-art in novelty detection. Additionally, by combining our model with off-the-shelf zero-shot learning (ZSL) approaches, our model leads to a significant improvement in action classification accuracy for the generalized ZSL setting.",2018,"Alina Roitberg,Ziad Al-Halah,R. Stiefelhagen",Computer Science,27,47
53046534,Do Deep Generative Models Know What They Don't Know?,"A neural network deployed in the wild may be asked to make predictions for inputs that were drawn from a different distribution than that of the training data. A plethora of work has demonstrated that it is easy to find or synthesize inputs for which a neural network is highly confident yet wrong. Generative models are widely viewed to be robust to such mistaken confidence as modeling the density of the input features can be used to detect novel, out-of-distribution inputs. In this paper we challenge this assumption. We find that the density learned by flow-based models, VAEs, and PixelCNNs cannot distinguish images of common objects such as dogs, trucks, and horses (i.e. CIFAR-10) from those of house numbers (i.e. SVHN), assigning a higher likelihood to the latter when the model is trained on the former. Moreover, we find evidence of this phenomenon when pairing several popular image data sets: FashionMNIST vs MNIST, CelebA vs SVHN, ImageNet vs CIFAR-10 / CIFAR-100 / SVHN. To investigate this curious behavior, we focus analysis on flow-based generative models in particular since they are trained and evaluated via the exact marginal likelihood. We find such behavior persists even when we restrict the flows to constant-volume transformations. These transformations admit some theoretical analysis, and we show that the difference in likelihoods can be explained by the location and variances of the data and the model curvature. Our results caution against using the density estimates from deep generative models to identify inputs similar to the training distribution until their behavior for out-of-distribution inputs is better understood.",2018,"Eric T. Nalisnick,Akihiro Matsukawa,Y. Teh,Dilan Görür,Balaji Lakshminarayanan","Computer Science,Mathematics",635,39
213077361,Anomaly Detection Based on Unsupervised Disentangled Representation Learning in Combination with Manifold Learning,"Identifying anomalous samples from highly complex and unstructured data is a crucial but challenging task in a variety of intelligent systems. In this paper, we present a novel deep anomaly detection framework named AnoDM (standing for Anomaly detection based on unsupervised Disentangled representation learning and Manifold learning). The disentanglement learning is currently implemented by β-VAE for automatically discovering interpretable factorized latent representations in a completely unsupervised manner. The manifold learning is realized by t-SNE for projecting the latent representations to a 2D map. We define a new anomaly score function by combining β-VAE’s reconstruction error in the raw feature space and local density estimation in the t-SNE space. AnoDM was evaluated on both image and time-series data and achieved better results than models that use just one of the two measures and other deep learning methods.",2020,"Xiaoyan Li,I. Kiringa,T. Yeap,Xiaodan Zhu,Yifeng Li",Computer Science,5,45
53694083,Image Anomaly Detection with Generative Adversarial Networks,,2018,"Lucas Deecke,Robert A. Vandermeulen,Lukas Ruff,S. Mandt,M. Kloft",Computer Science,182,52
49746491,Are generative deep models for novelty detection truly better?,"Many deep models have been recently proposed for anomaly detection. This paper presents comparison of selected generative deep models and classical anomaly detection methods on an extensive number of non--image benchmark datasets. We provide statistical comparison of the selected models, in many configurations, architectures and hyperparamaters. We arrive to conclusion that performance of the generative models is determined by the process of selection of their hyperparameters. Specifically, performance of the deep generative models deteriorates with decreasing amount of anomalous samples used in hyperparameter selection. In practical scenarios of anomaly detection, none of the deep generative models systematically outperforms the kNN.",2018,"V. Škvára,T. Pevný,V. Šmídl","Computer Science,Mathematics",36,24
49312162,Deep One-Class Classification,"Despite the great advances made by deep learning in many machine learning problems, there is a relative dearth of deep learning approaches for anomaly detection. Those approaches which do exist involve networks trained to perform a task other than anomaly detection, namely generative models or compression, which are in turn adapted for use in anomaly detection; they are not trained on an anomaly detection based objec-tive. In this paper we introduce a new anomaly detection method—Deep Support Vector Data Description—, which is trained on an anomaly detection based objective. The adaptation to the deep regime necessitates that our neural network and training procedure satisfy certain properties, which we demonstrate theoretically. We show the effectiveness of our method on MNIST and CIFAR-10 image benchmark datasets as well as on the detection of adversarial examples of GT-SRB stop signs.",2018,"Lukas Ruff,Nico Görnitz,Lucas Deecke,Shoaib Ahmed Siddiqui,Robert A. Vandermeulen,Alexander Binder,Emmanuel Müller,M. Kloft",Computer Science,1418,58
52983782,Exponential Family Restricted Boltzmann Machines and Annealed Importance Sampling,"In this paper, we investigate restricted Boltzmann machines (RBMs) from the exponential family perspective, en-abling the visible units to follow any suitable distributions from the exponential family. We derive a unified view to compute the free energy function for exponential family RBMs (exp-RBMs). Based on that, annealed important sampling (AIS) is generalized to the entire exponential family, allowing for estimating the log-partition function and log-likelihood. Our experiments on a document processing task demonstrate that the generalized free energy functions and AIS estimation perform well in helping capture useful knowledge from the data; the estimated log-partition functions are stable. The appropriate instances of exp-RBMs can generate novel and meaningful samples and can be applied to classification tasks.",2018,"Yifeng Li,Xiao-Dan Zhu",Computer Science,10,18
44108048,Deep Anomaly Detection Using Geometric Transformations,"We consider the problem of anomaly detection in images, and present a new detection technique. Given a sample of images, all known to belong to a ""normal"" class (e.g., dogs), we show how to train a deep neural model that can detect out-of-distribution images (i.e., non-dog objects). The main idea behind our scheme is to train a multi-class model to discriminate between dozens of geometric transformations applied on all the given images. The auxiliary expertise learned by the model generates feature detectors that effectively identify, at test time, anomalous images based on the softmax activation statistics of the model when applied on transformed images. We present extensive experiments using the proposed detector, which indicate that our algorithm improves state-of-the-art methods by a wide margin.",2018,"I. Golan,Ran El-Yaniv","Computer Science,Mathematics",512,45
4588148,Investigating Capsule Networks with Dynamic Routing for Text Classification,"In this study, we explore capsule networks with dynamic routing for text classification. We propose three strategies to stabilize the dynamic routing process to alleviate the disturbance of some noise capsules which may contain “background” information or have not been successfully trained. A series of experiments are conducted with capsule networks on six text classification benchmarks. Capsule networks achieve state of the art on 4 out of 6 datasets, which shows the effectiveness of capsule networks for text classification. We additionally show that capsule networks exhibit significant improvement when transfer single-label to multi-label text classification over strong baseline methods. To the best of our knowledge, this is the first work that capsule networks have been empirically investigated for text modeling.",2018,"Wei Zhao,Jianbo Ye,Min Yang,Zeyang Lei,Suofei Zhang,Zhou Zhao",Computer Science,349,30
65203110,Matrix capsules with EM routing,,2018,"Geoffrey E. Hinton,S. Sabour,Nicholas Frosst",Computer Science,931,13
3603485,Dynamic Routing Between Capsules,"A capsule is a group of neurons whose activity vector represents the instantiation parameters of a specific type of entity such as an object or an object part. We use the length of the activity vector to represent the probability that the entity exists and its orientation to represent the instantiation parameters. Active capsules at one level make predictions, via transformation matrices, for the instantiation parameters of higher-level capsules. When multiple predictions agree, a higher level capsule becomes active. We show that a discrimininatively trained, multi-layer capsule system achieves state-of-the-art performance on MNIST and is considerably better than a convolutional net at recognizing highly overlapping digits. To achieve these results we use an iterative routing-by-agreement mechanism: A lower-level capsule prefers to send its output to higher level capsules whose activity vectors have a big scalar product with the prediction coming from the lower-level capsule.",2017,"S. Sabour,Nicholas Frosst,Geoffrey E. Hinton",Computer Science,3949,21
702279,Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,"We present Fashion-MNIST, a new dataset comprising of 28x28 grayscale images of 70,000 fashion products from 10 categories, with 7,000 images per category. The training set has 60,000 images and the test set has 10,000 images. Fashion-MNIST is intended to serve as a direct drop-in replacement for the original MNIST dataset for benchmarking machine learning algorithms, as it shares the same image size, data format and the structure of training and testing splits. The dataset is freely available at this https URL",2017,"Han Xiao,Kashif Rasul,Roland Vollgraf","Computer Science,Mathematics",6591,6
86408273,User allocation‐aware edge cloud placement in mobile edge computing,"Mobile edge computing is emerging as a novel ubiquitous computing platform to overcome the limit resources of mobile devices and bandwidth bottleneck of the core network in mobile cloud computing. In mobile edge computing, it is a significant issue for cost reduction and QoS improvement to place edge clouds at the edge network as a small data center to serve users. In this paper, we study the edge cloud placement problem, which is to place the edge clouds at the candidate locations and allocate the mobile users to the edge clouds. Specifically, we formulate it as a multiobjective optimization problem with objective to balance the workload between edge clouds and minimize the service communication delay of mobile users. To this end, we propose an approximate approach that adopted the K‐means and mixed‐integer quadratic programming. Furthermore, we conduct experiments based on Shanghai Telecom's base station data set and compare our approach with other representative approaches. The results show that our approach performs better to some extent in terms of workload balance and communication delay and validate the proposed approach.",2020,"Yan Guo,Shangguang Wang,Ao Zhou,Jinliang Xu,Jie Yuan,Ching-Hsien Hsu",Computer Science,101,25
156055438,A QoS-aware virtual machine scheduling method for energy conservation in cloud-based cyber-physical systems,,2019,"Lianyong Qi,Yi Chen,Yuan Yuan,Shucun Fu,Xuyun Zhang,Xiaolong Xu",Computer Science,185,38
70290610,Privacy Enhancing Technologies in the Internet of Things: Perspectives and Challenges,"Internet of Things (IoT) devices have brought much efficiency and convenience to our daily life. However, the devices may collect a myriad of data from people without their consent. Controlling the large amount of data generated from the devices from being misused is critical to mitigate privacy risks. Therefore, privacy protection on personal data has become an important factor in the development of the IoT. Historically, privacy enhancing technologies (PETs) can effectively enhance the privacy and protect users’ personally identifiable information. To date, many researchers have stressed the importance of PETs and proposed solutions relevant to different application fields of the IoT. However, to the best of our knowledge, none of the research has analyzed the PETs in IoT from the aspects of privacy threat issues and privacy legislation. As a result, this paper surveys on the solutions of PETs in the field of IoT, which has filtered down from the large number of published academic papers to the 120 primary studies published between 2014 and 2017. After collecting the papers, we categorized them based on the functions and the coverage of privacy protection, and analyzed them from different aspects, ranging from high-level principles of general data protection regulations and ISO/IEC 29100:2011 requirements to the actual resolution of privacy threats in IoT. Thus, we aim to identify the current state of development of the PETs in various fields and examine whether the existing PETs comply with the latest legal principles and privacy standards and reduce the threats to privacy. Finally, recommendations for future research are given based on the results.",2019,"Shi-Cho Cha,T. Hsu,Yang Xiang,Kuo-Hui Yeh",Computer Science,61,200
148572355,IoT Big Data Security and Privacy Versus Innovation,"In this paper, we address the conflict in the collection, use, and management of Big Data at the intersection of security and privacy requirements and the demand of innovative uses of the data. This problem is exaggerated in the context of the Internet of Things (IoT). We propose a three-part decomposition of the design space, in order to clarify requirements and constraints. To reach this final analysis, we begin by clarifying the challenges in the design space: 1) there is a little agreement on what is meant by IoT, and in particular the security and privacy implications of different definitions; 2) we then consider the requirement and constraints on the Big Data that result from various IoT system designs; and 3) in parallel, we examine the intricacies of the demand for innovation from both the legal and economic perspectives. In this context, we then can decompose the set of drivers and objectives for security/privacy of data as well as innovation into: 1) the regulatory and social policy context; 2) economic and business context; and 3) technology and design context. By identifying these distinct objectives for the design of IoT Big Data management, we propose that more effective design and control is possible at the intersection of these forces, through an iterative process of review and redesign.",2019,K. Sollins,Computer Science,54,25
67150864,Lightweight and Privacy-Preserving Two-Factor Authentication Scheme for IoT Devices,"Device authentication is an essential security feature for Internet of Things (IoT). Many IoT devices are deployed in the open and public places, which makes them vulnerable to physical and cloning attacks. Therefore, any authentication protocol designed for IoT devices should be robust even in cases when an IoT device is captured by an adversary. Moreover, many of the IoT devices have limited storage and computational capabilities. Hence, it is desirable that the security solutions for IoT devices should be computationally efficient. To address all these requirements, in this paper, we present a lightweight and privacy-preserving two-factor authentication scheme for IoT devices, where physically uncloneable functions have been considered as one of the authentication factors. Security and performance analysis show that our proposed scheme is not only robust against several attacks, but also very efficient in terms of computational efficiently.",2019,"P. Gope,B. Sikdar",Computer Science,224,24
76658511,Machine Learning Based Resource Allocation of Cloud Computing in Auction,"Resource allocation in auctions is a challenging problem for cloud computing. However, the resource allocation problem is NP-hard and cannot be solved in polynomial time. The existing studies mainly use approximate algorithms such as PTAS or heuristic algorithms to determine a feasible solution; however, these algorithms have the disadvantages of low computational efficiency or low allocate accuracy. In this paper, we use the classification of machine learning to model and analyze the multi-dimensional cloud resource allocation problem and propose two resource allocation prediction algorithms based on linear and logistic regressions. By learning a small-scale training set, the prediction model can guarantee that the social welfare, allocation accuracy, and resource utilization in the feasible solution are very close to those of the optimal allocation solution. The experimental results show that the proposed scheme has good effect on resource allocation in cloud computing.",2018,"Jixian Zhang,Ning Xie,Xuejie Zhang,Kun Yue,Weidong Li,K. Deepesh",Computer Science,65,15
69456575,Towards Green Service Composition Approach in the Cloud,"With the increasing popularity of cloud computing, many notable quality of service (QoS)-aware service composition approaches have been incorporated in service-oriented cloud computing systems. However, these approaches are implemented without considering the energy and network resource consumption of the composite services. The increases in energy and network resource consumption resulting from these compositions can incur a high cost in data centers. In this paper, the trade-off among QoS performance, energy consumption, and network resource consumption in a service composition process is first analyzed. Then, a green service composition approach is proposed. It gives priority to those composite services that are hosted on the same virtual machine, physical server, or edge switch with end-to-end QoS guarantee. It fulfills the green service composition optimization by minimizing the energy and network resource consumption on physical servers and switches in cloud data centers. Experimental results indicate that, with comparisons to other approaches, our approach saves 20-50 percent of energy consumption and 10-50 percent of network resource consumption.",2018,"Shangguang Wang,Ao Zhou,Ruo Bao,Wu Chou,S. Yau",Computer Science,36,57
52096236,Privacy in Internet of Things: From Principles to Technologies,"Ubiquitous deployment of low-cost smart devices and widespread use of high-speed wireless networks have led to the rapid development of the Internet of Things (IoT). IoT embraces countless physical objects that have not been involved in the traditional Internet and enables their interaction and cooperation to provide a wide range of IoT applications. Many services in the IoT may require a comprehensive understanding and analysis of data collected through a large number of physical devices that challenges both personal information privacy and the development of IoT. Information privacy in IoT is a broad and complex concept as its understanding and perception differ among individuals and its enforcement requires efforts from both legislation as well as technologies. In this paper, we review the state-of-the-art principles of privacy laws, the architectures for IoT and the representative privacy enhancing technologies (PETs). We analyze how legal principles can be supported through a careful implementation of PETs at various layers of a layered IoT architecture model to meet the privacy requirements of the individuals interacting with IoT systems. We demonstrate how privacy legislation maps to privacy principles which in turn drives the design of necessary PETs to be employed in the IoT architecture stack.",2018,"C. Li,Balaji Palanisamy",Computer Science,73,180
139905737,Research on trust model in container-based cloud service,"Container virtual technology aims to provide program independence and resource sharing. The container enables flexible cloud service. Compared with traditional virtualization, traditional virtual machines have difficulty in resource and expense requirements. The container technology has the advantages of smaller size, faster migration, lower resource overhead, and higher utilization. Within container-based cloud environment, services can adopt multi-target nodes. This paper reports research results to improve the traditional trust model with consideration of cooperation effects. Cooperation trust means that in a container-based cloud environment, services can be divided into multiple containers for different container nodes. When multiple target nodes work for one service at the same time, these nodes are in a cooperation state.  When multi-target nodes cooperate to complete the service, the target nodes evaluate each other. The calculation of cooperation trust evaluation is used to update the degree of comprehensive trust. Experimental simulation results show that the cooperation trust evaluation can help solving the trust problem in the container-based cloud environment and can improve the success rate of following cooperation.",2018,"X. Xie,Tianwei Yuan,Xiao Zhou,Xiaochun Cheng",Computer Science,44,35
49566175,Cooperative Content Caching in 5G Networks with Mobile Edge Computing,"Along with modern wireless networks being content-centric, the demand for rich multimedia services has been growing at a tremendous pace, which brings significant challenges to mobile networks in terms of the need for massive content delivery. Edge caching has emerged as a promising approach to alleviate the heavy burden on data transmission through caching and forwarding contents at the edge of networks. However, existing studies always treat storage and computing resources separately, and neglect the mobility characteristic of both the content caching nodes and end users. Driven by these issues, in this work, we propose a new cooperative edge caching architecture for 5G networks, where mobile edge computing resources are utilized for enhancing edge caching capability. In the architecture, we focus on mobility-aware hierarchical caching, where smart vehicles are taken as collaborative caching agents for sharing content cache tasks with base stations. To further utilize the caching resource of smart vehicles, we introduce a new vehicular caching cloud concept, and propose a vehicle-aided edge caching scheme, where the caching and computing resources at the wireless network edge are jointly scheduled. Numerical results indicate that the proposed scheme minimizes content access latency and improves caching resource utilization.",2018,"Ke Zhang,S. Leng,Yejun He,Sabita Maharjan,Yan Zhang",Computer Science,182,15
201254794,Stimulus-driven and concept-driven analysis for image caption generation,,2020,"Songtao Ding,Shiru Qu,Yuling Xi,Shaohua Wan",Computer Science,172,47
208099485,Cognitive computing and wireless communications on the edge for healthcare service robots,,2020,"Shaohua Wan,Zonghua Gu,Q. Ni",Computer Science,172,56
199020231,Classifying transportation mode and speed from trajectory data via deep multi-scale learning,,2019,"Rui Zhang,Peng Xie,Chen Wang,Gaoyang Liu,Shaohua Wan",Computer Science,85,37
145937250,Adaptive Fusion and Category-Level Dictionary Learning Model for Multiview Human Action Recognition,"Human actions are often captured by multiple cameras (or sensors) to overcome the significant variations in viewpoints, background clutter, object speed, and motion patterns in video surveillance, and action recognition systems often benefit from fusing multiple types of cameras (sensors). Therefore, adaptive fusion of the information from multiple domains is mandatory for multiview human action recognition. Two widely applied fusion schemes are feature-level fusion and score-level fusion. We point out that limitations still exist and there is tremendous room for improvement, including the separate computation of feature fusion and action recognition, or the fixed weights for each action and each camera. However, previous fusion methods cannot accomplish them. In this paper, inspired by nature, the above limitations are addressed for multiview action recognition by developing a novel adaptive fusion and category-level dictionary learning model (abbreviated to AFCDL). It can jointly learn the adaptive weight for each camera and optimize the reconstruction of samples toward the action recognition task. To induce the dictionary learning and the reconstruction of query set (or test samples), the induced set for each category is built, and the corresponding induced regularization term is designed for the objective function. Extensive experiments on four public multiview action benchmarks show that AFCDL can significantly outperforms the state-of-the-art methods with 3% to 10% improvement in recognition accuracy.",2019,"Zan Gao,Haizhen Xuan,Hua Zhang,Shaohua Wan,Kim-Kwang Raymond Choo",Computer Science,140,65
183593003,An Optimization and Auction-Based Incentive Mechanism to Maximize Social Welfare for Mobile Crowdsourcing,"Mobile crowdsourcing is an emerging crowdsourcing paradigm, which generates large-scale sensing tasks and sensing data. One of the major issues in mobile crowdsourcing is how to maximize social welfare through selecting appropriate sensing tasks for crowd workers and selecting appropriate workers for sensing tasks such that it can improve the effectiveness and efficiency of mobile crowdsourcing. This paper proposes an incentive mechanism to maximize social welfare for mobile crowdsourcing and, respectively, investigates worker-centric task selection and platform-centric worker selection. This paper applies an optimization algorithm in task selection for mobile crowdsourcing systems. A discrete particle swarm optimization (DPSO) algorithm for worker-centric task selection is designed to maximize the utilities of workers. In addition, a platform-centric worker selection method, which integrates multiattribute auction and two-stage auction, is proposed to maximize the utility of the platform. The performance of the proposed incentive mechanism is evaluated through experiments. The experimental results show that the proposed incentive mechanism can improve the efficiency and truthfulness of mobile crowdsourcing effectively.",2019,"Yingjie Wang,Zhipeng Cai,Zhi-hui Zhan,Yue-jiao Gong,Xiangrong Tong",Computer Science,95,57
67791217,Time-aware distributed service recommendation with privacy-preservation,,2019,"Lianyong Qi,Ruili Wang,Chunhua Hu,Shancang Li,Qiang He,Xiaolong Xu",Computer Science,135,51
59222332,Domain-wise approaches for updating approximations with multi-dimensional variation of ordered information systems,,2019,"Shu Wang,Tianrui Li,Chuan Luo,Hongmei Chen,H. Fujita",Computer Science,31,47
73467781,Task Allocation Model Based on Worker Friend Relationship for Mobile Crowdsourcing,"With the rapid development of mobile devices, mobile crowdsourcing has become an important research focus. According to the task allocation, scholars have proposed many methods. However, few works discuss combining social networks and mobile crowdsourcing. To maximize the utilities of mobile crowdsourcing system, this paper proposes a task allocation model considering the attributes of social networks for mobile crowdsourcing system. Starting from the homogeneity of human beings, the relationship between friends in social networks is applied to mobile crowdsourcing system. A task allocation algorithm based on the friend relationships is proposed. The GeoHash coding mechanism is adopted in the process of calculating the strength of worker relationship, which effectively protects the location privacy of workers. Utilizing synthetic dataset and the real-world Yelp dataset, the performance of the proposed task allocation model was evaluated. Through comparison experiments, the effectiveness and applicability of the proposed allocation mechanism were verified.",2019,"Bingxu Zhao,Yingjie Wang,Yingshu Li,Yang Gao,Xiangrong Tong","Computer Science,Medicine",25,40
53711162,Updating three-way decisions in incomplete multi-scale information systems,,2019,"Chuan Luo,Tianrui Li,Yanyong Huang,H. Fujita",Computer Science,123,50
49329806,Multi-Dimensional QoS Prediction for Service Recommendations,"Advances in mobile Internet technology have enabled the clients of Web services to be able to keep their service sessions alive while they are on the move. Since the services consumed by a mobile client may be different over time due to client location changes, a multi-dimensional spatiotemporal model is necessary for analyzing the service consumption relations. Moreover, competitive Web service recommenders for the mobile clients must be able to predict unknown quality-of-service (QoS) values well by taking into account the target client's service requesting time and location, e.g., performing the prediction via a set of multi-dimensional QoS measures. Most contemporary QoS prediction methods exploit the QoS characteristics for one specific dimension, e.g., time or location, and do not exploit the structural relationships among the multi-dimensional QoS data. This paper proposes an integrated QoS prediction approach which unifies the modeling of multi-dimensional QoS data via multi-linear-algebra based concepts of tensor and enables efficient Web service recommendation for mobile clients via tensor decomposition and reconstruction optimization algorithms. In light of the unavailability of measured multi-dimensional QoS datasets in the public domain, this paper also presents a transformational approach to creating a credible multi-dimensional QoS dataset from a measured taxi usage dataset which contains high dimensional time and space information. Comparative experimental evaluation results show that the proposed QoS prediction approach can result in much better accuracy in recommending Web services than several other representative ones.",2019,"Shangguang Wang,You Ma,Bo Cheng,Fangchun Yang,Rong N. Chang",Computer Science,80,35
47016965,A Tunable Measure for Information Leakage,"A tunable measure for information leakage called maximal a-leakage is introduced. This measure quantifies the maximal gain of an adversary in refining a tilted version of its prior belief of any (potentially random) function of a dataset conditioning on a disclosed dataset. The choice of $\alpha$ determines the specific adversarial action ranging from refining a belief for $\alpha=1$ to guessing the best posterior for $\alpha=\infty$, and for these extremal values this measure simplifies to mutual information (MI) and maximal leakage (MaxL), respectively. For all other $\alpha$ this measure is shown to be the Arimoto channel capacity. Several properties of this measure are proven including: (i) quasi-convexity in the mapping between the original and disclosed datasets; (ii) data processing inequalities; and (iii) a composition property. A full version of this paper is in [1].",2018,"Jiachun Liao,O. Kosut,L. Sankar,F. Calmon","Computer Science,Mathematics",49,15
1217359,Optimal Utility-Privacy Trade-off with the Total Variation Distance as the Privacy Measure,"The total variation distance is proposed as a privacy measure in an information disclosure scenario when the goal is to reveal some information about available data in return of utility, while retaining the privacy of certain sensitive latent variables from the legitimate receiver. The total variation distance is introduced as a measure of privacy-leakage by showing that: i) it satisfies the post-processing and linkage inequalities, which makes it consistent with an intuitive notion of a privacy measure; ii) the optimal utility-privacy trade-off can be solved through a standard linear program when total variation distance is employed as the privacy measure; iii) it provides a bound on the privacy-leakage measured by mutual information, maximal leakage, or the improvement in an inference attack with a bounded cost function.",2018,"Borzoo Rassouli,Deniz Gündüz","Computer Science,Mathematics",72,29
9672301,Privacy-Utility Tradeoffs under Constrained Data Release Mechanisms,"Privacy-preserving data release mechanisms aim to simultaneously minimize information-leakage with respect to sensitive data and distortion with respect to useful data. Dependencies between sensitive and useful data results in a privacy-utility tradeoff that has strong connections to generalized rate-distortion problems. In this work, we study how the optimal privacy-utility tradeoff region is affected by constraints on the data that is directly available as input to the release mechanism. In particular, we consider the availability of only sensitive data, only useful data, and both (full data). We show that a general hierarchy holds: the tradeoff region given only the sensitive data is no larger than the region given only the useful data, which in turn is clearly no larger than the region given both sensitive and useful data. In addition, we determine conditions under which the tradeoff region given only the useful data coincides with that given full data. These are based on the common information between the sensitive and useful data. We establish these results for general families of privacy and utility measures that satisfy certain natural properties required of any reasonable measure of privacy or utility. We also uncover a new, subtler aspect of the data processing inequality for general non-symmetric privacy measures and discuss its operational relevance and implications. Finally, we derive exact closed-analytic-form expressions for the privacy-utility tradeoffs for symmetrically dependent sensitive and useful data under mutual information and Hamming distortion as the respective privacy and utility measures.",2017,"Ye Wang,Y. O. Basciftci,P. Ishwar","Computer Science,Mathematics",30,25
5769,Estimation Efficiency Under Privacy Constraints,"We investigate the problem of estimating a random variable <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> under a privacy constraint dictated by another correlated random variable <inline-formula> <tex-math notation=""LaTeX"">$X$ </tex-math></inline-formula>. When <inline-formula> <tex-math notation=""LaTeX"">$X$ </tex-math></inline-formula> and <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> are discrete, we express the underlying privacy-utility tradeoff in terms of the privacy-constrained guessing probability <inline-formula> <tex-math notation=""LaTeX"">${\mathcal {h}}(P_{XY}, \varepsilon)$ </tex-math></inline-formula>, and the maximum probability <inline-formula> <tex-math notation=""LaTeX"">$\mathsf {P}_{\mathsf {c}}(Y|Z)$ </tex-math></inline-formula> of correctly guessing <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> given an auxiliary random variable <inline-formula> <tex-math notation=""LaTeX"">$Z$ </tex-math></inline-formula>, where the maximization is taken over all <inline-formula> <tex-math notation=""LaTeX"">$P_{Z|Y}$ </tex-math></inline-formula> ensuring that <inline-formula> <tex-math notation=""LaTeX"">$\mathsf {P}_{\mathsf {c}}(X|Z)\leq \varepsilon $ </tex-math></inline-formula> for a given privacy threshold <inline-formula> <tex-math notation=""LaTeX"">$\varepsilon \geq 0$ </tex-math></inline-formula>. We prove that <inline-formula> <tex-math notation=""LaTeX"">${\mathcal {h}}(P_{XY}, \cdot)$ </tex-math></inline-formula> is concave and piecewise linear, which allows us to derive its expression in closed form for any <inline-formula> <tex-math notation=""LaTeX"">$\varepsilon $ </tex-math></inline-formula> when <inline-formula> <tex-math notation=""LaTeX"">$X$ </tex-math></inline-formula> and <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> are binary. In the non-binary case, we derive <inline-formula> <tex-math notation=""LaTeX"">${\mathcal {h}}(P_{XY}, \varepsilon)$ </tex-math></inline-formula> in the high-utility regime (i.e., for sufficiently large, but nontrivial, values of <inline-formula> <tex-math notation=""LaTeX"">$\varepsilon $ </tex-math></inline-formula>) under the assumption that <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> and <inline-formula> <tex-math notation=""LaTeX"">$Z$ </tex-math></inline-formula> have the same alphabets. We also analyze the privacy-constrained guessing probability for two scenarios in which <inline-formula> <tex-math notation=""LaTeX"">$X$ </tex-math></inline-formula>, <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula>, and <inline-formula> <tex-math notation=""LaTeX"">$Z$ </tex-math></inline-formula> are binary vectors. When <inline-formula> <tex-math notation=""LaTeX"">$X$ </tex-math></inline-formula> and <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> are continuous random variables, we formulate the corresponding privacy-utility tradeoff in terms of <inline-formula> <tex-math notation=""LaTeX"">${\mathsf {sENSR}}(P_{XY}, \varepsilon)$ </tex-math></inline-formula>, the smallest normalized minimum mean squared-error (mmse) incurred in estimating <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> from a Gaussian perturbation <inline-formula> <tex-math notation=""LaTeX"">$Z$ </tex-math></inline-formula>. Here, the minimization is taken over a family of Gaussian perturbations <inline-formula> <tex-math notation=""LaTeX"">$Z$ </tex-math></inline-formula> for which the mmse of <inline-formula> <tex-math notation=""LaTeX"">$f(X)$ </tex-math></inline-formula> given <inline-formula> <tex-math notation=""LaTeX"">$Z$ </tex-math></inline-formula> is within a factor <inline-formula> <tex-math notation=""LaTeX"">$1- \varepsilon $ </tex-math></inline-formula> from the variance of <inline-formula> <tex-math notation=""LaTeX"">$f(X)$ </tex-math></inline-formula> for any non-constant real-valued function <inline-formula> <tex-math notation=""LaTeX"">$f$ </tex-math></inline-formula>. We derive tight upper and lower bounds for <inline-formula> <tex-math notation=""LaTeX"">${\mathsf {sENSR}}$ </tex-math></inline-formula> when <inline-formula> <tex-math notation=""LaTeX"">$Y$ </tex-math></inline-formula> is Gaussian. For general absolutely continuous random variables, we obtain a tight lower bound for <inline-formula> <tex-math notation=""LaTeX"">${\mathsf {sENSR}}(P_{XY}, \varepsilon)$ </tex-math></inline-formula> in the high privacy regime, i.e., for small <inline-formula> <tex-math notation=""LaTeX"">$\varepsilon $ </tex-math></inline-formula>.",2017,"S. Asoodeh,Mario Díaz,F. Alajaji,T. Linder","Computer Science,Mathematics",69,44
